City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Davidson,US,36.15,-86.78,69.01,100,90,4.7,moderate rain
344,Kaeo,NZ,-35.1,173.78,61.0,94,100,4.36,overcast clouds
345,Zheleznovodsk,RU,44.14,43.02,62.6,63,2,15.66,clear sky
346,Polyarnyy,RU,69.2,33.45,39.2,93,75,8.95,broken clouds
347,Toora-Khem,RU,52.47,96.11,26.49,91,100,7.14,overcast clouds
348,Dumas,US,35.87,-101.97,37.4,74,1,14.99,clear sky
349,Qaqortoq,GL,60.72,-46.03,30.2,80,75,1.12,broken clouds
350,Darlawn,IN,24.02,92.9,70.29,91,99,1.59,overcast clouds
351,Zolochiv,UA,49.81,24.89,59.0,67,75,6.71,broken clouds
352,Touros,BR,-5.2,-35.46,84.2,62,75,13.87,broken clouds
353,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.38,92,100,14.88,overcast clouds
354,Anadyr,RU,64.75,177.48,6.8,84,0,6.71,clear sky
355,Munxar,MT,36.03,14.23,70.0,52,20,19.46,few clouds
356,Lakes Entrance,AU,-37.88,147.98,60.01,93,78,5.91,broken clouds
357,Tamiahua,MX,21.27,-97.45,67.05,63,100,15.5,overcast clouds
358,Tepalcatepec,MX,19.18,-102.85,72.55,83,66,0.29,broken clouds
359,Medea,DZ,36.26,2.75,75.2,47,0,10.29,clear sky
360,Dera Bugti,PK,29.03,69.15,76.1,19,0,4.81,clear sky
361,Hohhot,CN,40.81,111.65,37.4,32,0,6.71,clear sky
362,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,80.6,88,0,3.36,clear sky
363,Arlit,NE,18.74,7.39,93.6,9,0,7.54,clear sky
364,Totkomlos,HU,46.42,20.73,53.6,100,90,5.82,mist
365,Itarema,BR,-2.92,-39.92,87.53,52,54,18.72,broken clouds
366,Tadine,NC,-21.55,167.88,73.04,81,0,9.42,clear sky
367,Srednekolymsk,RU,67.45,153.68,3.7,93,100,2.17,overcast clouds
368,Pervoye Maya,RU,56.16,44.72,46.4,52,0,6.71,clear sky
369,Buraydah,SA,26.33,43.98,87.8,16,0,5.82,clear sky
370,Lukuledi,TZ,-10.57,38.8,90.32,34,41,8.39,scattered clouds
371,Qobustan,AZ,40.08,49.41,68.0,77,75,20.8,broken clouds
372,Tromso,NO,69.65,18.96,35.6,80,75,24.16,broken clouds
373,Atambua,ID,-9.11,124.89,77.63,80,1,0.92,clear sky
374,Haines Junction,CA,60.75,-137.51,28.4,74,100,2.24,light snow
375,Morehead,US,37.27,-87.18,57.99,96,90,12.71,moderate rain
376,Shenjiamen,CN,29.96,122.3,63.7,70,0,13.44,clear sky
377,Iquique,CL,-20.22,-70.14,62.6,63,90,4.7,overcast clouds
378,Kendari,ID,-3.94,122.5,78.69,78,2,3.44,clear sky
379,Hualmay,PE,-11.1,-77.61,64.36,78,32,6.22,scattered clouds
380,Ahipara,NZ,-35.17,173.17,59.76,88,100,6.71,overcast clouds
381,Los Llanos De Aridane,ES,28.66,-17.92,75.2,60,75,5.82,broken clouds
382,Constitucion,CL,-35.33,-72.42,55.27,53,0,5.88,clear sky
383,Sohag,EG,26.56,31.69,93.2,26,0,2.24,clear sky
384,Broome,US,42.25,-75.83,43.0,93,90,3.4,moderate rain
385,Lewistown,US,40.6,-77.57,48.2,100,90,4.7,moderate rain
386,Mora,CM,11.05,14.14,96.8,22,0,12.75,clear sky
387,Kidal,ML,18.44,1.41,95.7,9,0,14.03,clear sky
388,Kuching,MY,1.55,110.33,80.6,88,20,1.12,few clouds
389,Palmas,BR,-10.21,-48.36,78.8,83,75,5.82,broken clouds
390,Brunico,IT,46.8,11.94,48.2,49,75,5.28,broken clouds
391,Zhezkazgan,KZ,47.8,67.71,41.58,56,0,7.63,clear sky
392,Kirakira,SB,-10.45,161.92,79.65,82,100,8.23,overcast clouds
393,Newport,GB,51.59,-3.0,57.0,98,100,5.99,overcast clouds
394,Namatanai,PG,-3.67,152.43,79.93,79,7,2.73,moderate rain
395,Luderitz,NA,-26.65,15.16,67.84,59,100,30.51,overcast clouds
396,Sitka,US,57.05,-135.33,42.8,81,90,10.29,overcast clouds
397,Geraldton,AU,-28.77,114.6,80.6,42,90,14.99,light rain
398,Gibsons,CA,49.4,-123.5,52.0,92,100,7.36,overcast clouds
399,Palu,ID,-0.89,119.87,76.32,81,86,1.54,overcast clouds
400,Neuquen,AR,-38.95,-68.06,55.4,30,0,5.82,clear sky
401,Honiara,SB,-9.43,159.95,77.0,100,75,4.43,broken clouds
402,Thinadhoo,MV,0.53,72.93,83.79,74,14,12.12,few clouds
403,Ambatondrazaka,MG,-17.83,48.42,75.2,55,34,12.86,scattered clouds
404,Kamenka,RU,51.32,42.77,48.0,45,97,12.15,overcast clouds
405,Moerai,PF,-22.43,-151.33,73.62,86,100,8.72,overcast clouds
406,Camocim,BR,-2.9,-40.84,89.33,48,59,13.35,broken clouds
407,Vaitape,PF,-16.52,-151.75,80.53,75,40,9.42,light rain
408,Zhangye,CN,38.93,100.45,49.24,43,0,2.17,clear sky
409,Elizabeth City,US,36.29,-76.25,70.0,88,1,5.82,clear sky
410,Vanavara,RU,60.34,102.28,26.24,97,100,5.7,overcast clouds
411,Mansehra,PK,34.33,73.2,59.83,32,7,0.85,clear sky
412,Benguela,AO,-12.58,13.41,81.73,67,79,11.03,broken clouds
413,Salem,IN,11.65,78.17,76.23,68,24,4.32,few clouds
414,Altea,ES,38.6,-0.05,72.0,62,0,5.17,clear sky
415,Chaiyaphum,TH,15.75,102.0,71.96,96,100,2.21,overcast clouds
416,Port-Gentil,GA,-0.72,8.78,86.0,70,40,10.29,scattered clouds
417,Kieta,PG,-6.22,155.63,80.29,78,100,2.3,overcast clouds
418,Kuytun,RU,54.34,101.5,29.86,96,100,3.44,overcast clouds
419,Vysokogornyy,RU,50.12,139.15,29.46,97,100,3.38,overcast clouds
420,Burnie,AU,-41.07,145.92,50.74,87,81,6.38,broken clouds
421,Pacific Grove,US,36.62,-121.92,48.2,42,1,5.82,clear sky
422,Sakata,JP,38.92,139.85,53.6,62,75,20.8,broken clouds
423,Deep River,CA,46.1,-77.5,39.2,69,90,6.93,overcast clouds
424,Yatou,CN,37.15,122.38,53.22,44,80,5.93,broken clouds
425,Lata,PT,40.16,-8.33,73.99,52,26,4.0,scattered clouds
426,La Ronge,CA,55.1,-105.28,26.6,92,100,8.05,snow
427,Soldato-Aleksandrovskoye,RU,44.27,43.76,62.6,63,4,15.66,clear sky
428,Goderich,CA,43.75,-81.72,39.2,86,100,4.7,overcast clouds
429,Gambela,ET,8.25,34.58,92.39,43,26,0.94,scattered clouds
430,Kandrian,PG,-6.22,149.55,78.26,87,96,6.67,overcast clouds
431,Ust-Kalmanka,RU,52.12,83.31,28.98,94,78,13.67,broken clouds
432,Whithorn,JM,18.26,-78.04,82.0,78,20,11.41,few clouds
433,Peleduy,RU,59.63,112.74,21.11,96,100,2.62,light snow
434,Jian,CN,27.12,114.98,62.76,84,86,3.04,light rain
435,Asau,RO,46.43,26.4,60.01,70,99,1.01,overcast clouds
436,Ust-Maya,RU,60.42,134.53,3.99,94,84,2.86,broken clouds
437,Lampa,CL,-33.28,-70.9,68.0,54,0,3.36,clear sky
438,Cidreira,BR,-30.18,-50.21,65.08,77,100,13.33,overcast clouds
439,Muswellbrook,AU,-32.27,150.9,57.0,84,0,1.99,clear sky
440,Elverum,NO,60.88,11.56,48.0,98,71,2.95,broken clouds
441,Zabaykalsk,RU,49.63,117.32,31.33,87,32,5.84,scattered clouds
442,Kaabong,UG,3.48,34.15,77.83,44,94,23.2,overcast clouds
443,Sobolevo,RU,54.43,31.9,47.88,86,96,10.22,overcast clouds
444,Chino Valley,US,34.76,-112.45,35.6,47,1,4.7,clear sky
445,Xining,CN,36.62,101.77,44.94,49,0,1.05,clear sky
446,Zhigansk,RU,66.77,123.37,-11.67,90,44,3.13,scattered clouds
447,Saint-Augustin,CA,51.23,-58.65,30.38,93,100,5.19,overcast clouds
448,Lewisporte,CA,49.25,-55.05,30.2,79,90,5.82,overcast clouds
449,Mirnyy,RU,62.54,113.96,8.76,88,100,12.57,overcast clouds
450,Port Blair,IN,11.67,92.75,81.32,80,100,7.76,overcast clouds
451,La Romana,DO,18.43,-68.97,77.0,94,20,5.82,few clouds
452,Crestview,US,30.76,-86.57,75.99,94,75,9.17,broken clouds
453,Ishigaki,JP,24.34,124.16,77.92,79,66,20.74,broken clouds
454,Cockburn Town,TC,21.46,-71.14,82.2,78,0,19.55,clear sky
455,Tilichiki,RU,60.47,166.1,23.45,91,0,4.36,clear sky
456,Freeport,US,40.66,-73.58,54.0,81,90,4.7,moderate rain
457,Pascagoula,US,30.37,-88.56,73.0,88,90,12.75,overcast clouds
458,Graaff-Reinet,ZA,-32.25,24.53,81.57,31,100,20.96,overcast clouds
459,Kailua,US,21.4,-157.74,73.4,100,75,3.36,broken clouds
460,Mlonggo,ID,-6.53,110.7,81.93,77,94,9.48,overcast clouds
461,Road Town,VG,18.42,-64.62,82.4,78,40,10.29,shower rain
462,Yumen,CN,40.28,97.2,43.23,57,97,13.11,overcast clouds
463,Sao Filipe,CV,14.9,-24.5,83.68,62,0,7.4,clear sky
464,Amapa,BR,1.0,-52.0,90.64,47,0,5.03,clear sky
465,Kremenchuk,UA,49.1,33.42,55.58,59,100,3.87,overcast clouds
466,Leningradskiy,RU,69.38,178.42,14.16,88,0,14.32,clear sky
467,Kiunga,PG,-6.12,141.29,73.22,97,100,1.36,moderate rain
468,Valparaiso,CL,-33.04,-71.63,57.0,62,0,4.7,clear sky
469,Lillesand,NO,58.25,8.38,53.01,87,20,4.7,few clouds
470,Nhulunbuy,AU,-12.23,136.77,77.0,78,100,3.36,overcast clouds
471,Iqaluit,CA,63.75,-68.51,15.8,66,90,4.7,overcast clouds
472,Chapais,CA,49.78,-74.85,21.2,79,90,5.82,light snow
473,Champerico,GT,14.3,-91.92,73.4,94,75,7.07,broken clouds
474,Chifeng,CN,42.27,118.96,41.9,54,0,2.75,clear sky
475,Urumqi,CN,43.8,87.6,42.8,56,0,2.24,clear sky
476,Saryozek,KZ,44.36,77.98,33.28,86,1,1.99,clear sky
477,Fort Abbas,PK,29.19,72.85,77.5,18,0,2.75,clear sky
478,Amontada,BR,-3.36,-39.83,93.43,36,11,9.22,few clouds
479,Nalobikha,RU,53.2,84.6,26.83,97,100,12.75,light snow
480,Poum,NC,-20.23,164.02,76.28,75,0,18.21,clear sky
481,Krasnystaw,PL,50.98,23.17,55.4,93,0,10.29,clear sky
482,Seydisehir,TR,37.42,31.85,62.47,47,1,13.31,clear sky
483,Chicama,PE,-7.84,-79.15,60.8,93,90,9.17,mist
484,Tabou,CI,4.42,-7.35,81.39,80,80,7.74,light rain
485,Kaitangata,NZ,-46.28,169.85,53.01,94,94,5.64,overcast clouds
486,Jiuquan,CN,39.74,98.52,42.48,57,99,1.61,overcast clouds
487,Owando,CG,-0.48,15.9,83.7,73,100,1.23,moderate rain
488,San Javier,ES,37.81,-0.84,72.0,68,0,9.17,clear sky
489,Leshukonskoye,RU,64.9,45.76,40.78,93,100,10.42,overcast clouds
490,Umm Kaddadah,SD,13.6,26.69,96.96,14,0,15.55,clear sky
491,Santa Vitoria Do Palmar,BR,-33.52,-53.37,62.74,59,0,11.9,clear sky
492,Chimore,BO,-16.98,-65.13,83.98,76,30,2.08,moderate rain
493,Belmonte,BR,-15.86,-38.88,78.8,83,75,10.29,broken clouds
494,Bossangoa,CF,6.49,17.46,90.41,49,19,2.84,few clouds
495,Bada,RU,51.39,109.87,29.03,95,66,2.75,broken clouds
496,Lavrentiya,RU,65.58,-171.0,23.04,88,0,7.56,clear sky
497,Agirish,RU,61.92,63.02,37.94,87,68,14.43,broken clouds
498,Unity,CA,52.45,-109.17,32.14,94,100,7.25,overcast clouds
499,Bengkulu,ID,-3.8,102.27,78.91,82,100,4.18,overcast clouds
500,Portel,BR,-1.94,-50.82,89.08,56,40,5.19,scattered clouds
501,Cururupu,BR,-1.83,-44.87,87.64,57,49,8.57,scattered clouds
502,Kefamenanu,ID,-9.45,124.48,75.81,80,19,0.96,few clouds
503,Bandarbeyla,SO,9.49,50.81,81.23,69,35,13.04,scattered clouds
504,Medicine Hat,CA,50.05,-110.67,39.2,80,1,11.41,clear sky
505,Ormara,PK,25.21,64.64,78.48,67,0,5.37,clear sky
506,Yucca Valley,US,34.11,-116.43,57.0,22,0,5.01,clear sky
507,Kolosovka,RU,56.47,73.61,31.86,97,100,15.17,overcast clouds
508,Peniche,PT,39.36,-9.38,72.0,61,0,5.99,clear sky
509,Nenjiang,CN,49.18,125.22,30.22,87,0,3.02,clear sky
510,Namibe,AO,-15.2,12.15,75.29,71,5,14.74,clear sky
511,Galesong,ID,-5.32,119.37,83.75,75,2,2.75,light rain
512,Karratha,AU,-20.74,116.85,73.72,82,0,12.33,clear sky
513,Hornepayne,CA,49.21,-84.77,17.22,87,0,5.28,clear sky
514,Marsa Matruh,EG,31.35,27.25,77.0,44,20,11.41,few clouds
515,Katangli,RU,51.71,143.23,37.36,83,93,5.91,overcast clouds
516,Saint-Georges,GD,12.06,-61.75,82.4,83,75,18.34,broken clouds
517,Viedma,AR,-40.81,-63.0,63.0,32,0,4.0,clear sky
518,Hofn,IS,64.25,-15.21,44.6,81,90,14.99,mist
519,Fort Nelson,CA,58.81,-122.7,24.8,92,75,3.36,broken clouds
520,Bethanien,NA,-26.5,17.16,87.19,15,100,16.15,overcast clouds
521,Sorso,IT,40.8,8.58,66.2,72,20,9.17,few clouds
522,Watertown,US,42.37,-71.18,48.0,93,100,4.7,overcast clouds
523,Ghanzi,BW,-21.57,21.78,98.15,13,15,7.18,few clouds
524,Westport,US,41.14,-73.36,50.0,99,100,8.48,moderate rain
525,Kabin Buri,TH,13.95,101.72,73.35,97,100,2.68,overcast clouds
526,Thanh Hoa,VN,19.8,105.77,71.89,92,100,13.38,overcast clouds
527,Puerto Narino,CO,-3.77,-70.38,80.6,100,75,2.24,broken clouds
528,Galle,LK,6.04,80.22,80.55,81,31,8.59,scattered clouds
529,Richards Bay,ZA,-28.78,32.04,94.42,26,0,19.6,clear sky
530,Hokitika,NZ,-42.72,170.97,56.61,97,100,6.26,overcast clouds
531,Tautira,PF,-17.73,-149.15,75.2,88,75,5.82,broken clouds
532,Porto Novo,BJ,6.5,2.6,86.0,74,40,9.17,scattered clouds
533,Domoni,KM,-12.26,44.53,81.68,69,37,2.77,scattered clouds
534,Palmares Do Sul,BR,-30.26,-50.51,65.52,71,100,11.99,overcast clouds
535,Kalmunai,LK,7.42,81.82,81.88,76,69,2.98,light rain
536,Acarau,BR,-2.89,-40.12,88.12,51,56,18.68,broken clouds
537,Lagoa,PT,39.05,-27.98,68.23,93,100,26.64,light rain
538,Dingle,PH,11.0,122.67,77.09,87,100,6.2,overcast clouds
539,Omboue,GA,-1.57,9.26,77.0,90,100,8.81,overcast clouds
540,Allapalli,IN,19.42,80.07,75.52,72,19,2.62,few clouds
541,Marsh Harbour,BS,26.54,-77.06,81.12,79,43,12.59,scattered clouds
542,Port Lincoln,AU,-34.73,135.87,56.46,80,63,20.83,broken clouds
543,Hambantota,LK,6.12,81.12,82.06,78,8,13.85,light rain
544,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,37.4,100,40,2.24,scattered clouds
545,Te Anau,NZ,-45.42,167.72,51.94,92,85,0.81,overcast clouds
546,Sao Francisco,BR,-15.95,-44.86,84.76,62,100,5.26,overcast clouds
547,Gravdal,NO,68.12,13.5,39.2,76,75,8.05,shower rain
548,Bongandanga,CD,1.5,21.05,69.69,99,100,2.55,light rain
549,Roald,NO,62.58,6.13,48.2,87,40,8.05,shower rain
550,Karasuk,RU,53.74,78.04,32.41,97,100,16.15,overcast clouds
551,Bridlington,GB,54.08,-0.19,48.99,88,100,13.0,moderate rain
552,Saint George,US,37.1,-113.58,48.2,26,1,3.36,clear sky
553,Limenaria,GR,40.63,24.58,69.8,68,20,5.82,few clouds
554,Malpe,IN,13.35,74.72,84.2,74,40,5.82,haze
555,Mandalgovi,MN,45.76,106.27,40.01,59,1,7.61,clear sky
556,Andenes,NO,69.31,16.12,37.99,64,40,17.22,scattered clouds
557,Urubamba,PE,-13.3,-72.12,55.4,43,40,2.24,scattered clouds
558,Sovetskiy,RU,61.36,63.58,39.02,85,88,13.42,overcast clouds
559,Icod De Los Vinos,ES,28.37,-16.71,75.0,72,40,14.99,scattered clouds
560,La Asuncion,VE,11.03,-63.86,78.8,94,100,6.93,light rain
561,Muana,BR,-1.53,-49.22,88.36,57,100,7.47,overcast clouds
562,Dekernes,EG,31.09,31.59,80.6,61,40,6.93,scattered clouds
563,Mbekenyera,TZ,-10.0,38.98,90.57,34,48,10.31,scattered clouds
564,Misratah,LY,32.38,15.09,72.12,53,30,15.39,scattered clouds
565,Nova Olinda Do Norte,BR,-3.89,-59.09,88.3,61,100,3.71,overcast clouds
566,Marawi,PH,8.0,124.29,79.0,89,0,4.0,clear sky
567,Muros,ES,42.78,-9.06,64.0,68,2,13.0,clear sky
568,Bandundu,CD,-3.32,17.37,85.01,66,69,4.45,light rain
569,Derzhavinsk,KZ,51.1,66.32,36.21,81,0,12.26,clear sky
570,Roma,US,43.21,-75.46,42.01,93,20,3.76,few clouds
571,San Ramon,US,37.78,-121.98,54.0,52,1,2.42,smoke
572,Aykhal,RU,66.0,111.5,-7.98,89,0,2.93,clear sky
573,Mersin,TR,36.86,34.65,84.2,39,0,6.93,clear sky
574,Kuala Terengganu,MY,5.33,103.14,80.35,84,100,4.12,overcast clouds
575,San Quintin,MX,30.48,-115.95,58.46,49,100,1.3,overcast clouds
576,Port Hedland,AU,-20.32,118.57,78.8,78,100,13.87,overcast clouds
577,Yamada,JP,39.47,141.95,46.76,74,21,5.48,few clouds
578,Teahupoo,PF,-17.83,-149.27,75.2,88,75,5.82,broken clouds
579,Edson,CA,53.58,-116.44,33.8,100,90,6.93,light rain
580,Maldonado,UY,-34.67,-54.92,57.99,76,75,13.87,broken clouds
581,Campbellsville,US,37.34,-85.34,64.0,100,90,0.51,overcast clouds
582,Conakry,GN,9.54,-13.68,89.6,70,40,9.17,scattered clouds
583,Laramie,US,41.31,-105.59,36.0,92,1,11.41,clear sky
584,Shahr-E Kord,IR,32.33,50.86,68.0,8,0,4.7,clear sky
585,Santa Cruz Cabralia,BR,-16.28,-39.02,78.8,83,75,10.29,broken clouds
586,Kavieng,PG,-2.57,150.8,83.03,75,80,7.52,broken clouds
587,Djambala,CG,-2.54,14.75,80.64,64,53,4.21,broken clouds
588,Gunjur,GM,13.2,-16.73,95.0,50,0,9.17,clear sky
589,Galeana,MX,24.83,-100.07,46.94,59,0,0.92,clear sky
590,Ligayan,PH,4.65,119.47,81.88,77,0,6.96,clear sky
591,Dawson Creek,CA,55.77,-120.24,32.0,94,1,13.87,clear sky
592,Salinopolis,BR,-0.61,-47.36,85.87,66,96,13.49,overcast clouds
593,Melfi,IT,41.0,15.65,66.2,42,0,6.93,clear sky
594,Salym,RU,60.06,71.48,36.46,96,100,11.59,overcast clouds
595,Ventspils,LV,57.39,21.56,53.6,87,40,8.05,scattered clouds
596,Mayo,US,38.89,-76.51,59.0,100,90,9.17,light rain
597,Lososina,RU,49.0,140.31,44.26,83,100,11.95,light rain
598,Limpapa,PH,7.12,121.91,82.4,83,75,6.15,broken clouds
599,Nacogdoches,US,31.6,-94.63,42.01,100,1,4.7,clear sky
600,Churapcha,RU,62.0,132.43,-5.06,92,19,3.8,few clouds
601,San Jose,US,37.34,-121.89,55.99,57,1,3.36,clear sky
602,Hue,VN,16.47,107.6,80.6,88,20,6.93,few clouds
603,Hastings,GB,50.86,0.57,57.2,93,75,20.8,light rain
604,Borazjan,IR,29.27,51.22,87.8,40,0,16.11,clear sky
605,Bilma,NE,18.69,12.92,92.14,10,0,4.88,clear sky
606,Umm Lajj,SA,25.02,37.27,91.38,30,0,13.87,clear sky
607,Podor,MR,16.65,-14.96,101.17,10,10,13.6,clear sky
608,Visavadar,IN,21.38,70.68,79.9,51,86,9.42,overcast clouds
609,Svetlyy,RU,54.67,20.13,55.4,76,20,6.71,few clouds
610,Kisangani,CD,0.52,25.2,82.4,69,75,6.93,broken clouds
611,Bocaiuva,BR,-17.11,-43.81,84.18,55,30,5.46,scattered clouds
612,Okhotsk,RU,59.38,143.3,28.22,93,100,5.3,overcast clouds
613,Sorland,NO,67.67,12.69,42.8,70,40,20.8,shower rain
614,Malanje,AO,-9.54,16.34,81.66,62,94,0.65,light rain
615,Verkhnevilyuysk,RU,63.45,120.32,-3.14,92,0,3.6,clear sky
616,Erzin,TR,36.96,36.2,78.01,68,0,1.99,clear sky
617,Bardiyah,LY,31.76,25.09,75.24,45,0,14.0,clear sky
618,Farmington,US,36.73,-108.22,30.2,80,1,3.36,clear sky
619,Vostok,RU,46.49,135.88,29.44,100,100,3.15,overcast clouds
620,Palmer,US,42.16,-72.33,46.99,100,90,1.77,light rain
621,Zapolyarnyy,RU,69.42,30.81,33.8,86,40,27.51,scattered clouds
622,Venado Tuerto,AR,-33.75,-61.97,59.0,55,0,23.0,clear sky
623,Ukiah,US,39.15,-123.21,55.0,80,1,2.37,clear sky
624,Ust-Koksa,RU,50.27,85.61,23.68,87,97,4.88,overcast clouds
625,Takoradi,GH,4.88,-1.76,82.2,75,38,7.29,scattered clouds
626,Lexington,US,37.99,-84.48,60.01,93,90,9.17,mist
627,Wagga Wagga,AU,-35.12,147.37,62.6,67,97,6.93,light rain
628,Arcata,US,40.87,-124.08,46.4,93,1,3.29,clear sky
629,Mackay,AU,-21.15,149.2,75.2,88,0,4.7,light rain
630,Rawson,AR,-43.3,-65.1,60.69,33,0,9.84,clear sky
631,Ulaanbaatar,MN,47.91,106.88,26.6,45,40,6.71,scattered clouds
632,Manyana,BW,-23.4,21.72,94.44,12,0,3.15,clear sky
633,Ndele,CF,8.41,20.65,92.32,35,34,5.44,scattered clouds
634,Olafsvik,IS,64.89,-23.71,44.46,70,100,26.28,moderate rain
635,Aksu,CN,41.12,80.26,50.97,44,100,3.49,overcast clouds
636,Prince Rupert,CA,54.32,-130.32,41.0,93,1,5.82,clear sky
637,Sydney,AU,-33.87,151.21,60.8,77,40,8.05,scattered clouds
638,Auki,SB,-8.77,160.7,78.62,80,100,4.81,overcast clouds
639,Banda Aceh,ID,5.56,95.32,81.68,71,100,10.36,overcast clouds
640,Fukue,JP,32.69,128.84,66.13,62,0,14.12,clear sky
641,Flinders,AU,-34.58,150.86,59.0,86,18,1.01,few clouds
642,Pandan,PH,14.05,124.17,81.1,85,100,11.23,overcast clouds
643,Sao Miguel Do Araguaia,BR,-13.28,-50.16,84.45,61,58,5.79,moderate rain
644,Marienburg,PL,54.04,19.03,53.01,100,100,10.0,overcast clouds
645,Urucui,BR,-7.23,-44.56,93.27,44,0,4.88,clear sky
646,Santiago,CL,-33.46,-70.65,68.0,54,0,2.21,clear sky
647,Yeniseysk,RU,58.45,92.17,20.7,95,100,7.85,light snow
648,Ilanskiy,RU,56.24,96.06,27.73,89,77,8.81,broken clouds
649,Lisakovsk,KZ,52.54,62.49,34.63,86,0,9.69,clear sky
650,Ulaangom,MN,49.98,92.07,32.79,88,100,6.51,overcast clouds
651,Healdsburg,US,38.61,-122.87,48.99,80,1,2.3,clear sky
652,Bukachacha,RU,52.98,116.92,26.29,90,100,2.28,overcast clouds
653,Ilebo,CD,-4.32,20.58,87.58,51,97,4.83,overcast clouds
654,Ostrovnoy,RU,68.05,39.51,43.7,83,17,29.51,few clouds
655,Porto Santo,PT,33.07,-16.34,73.4,60,75,10.29,broken clouds
656,Walvis Bay,NA,-22.96,14.51,64.4,63,90,9.17,overcast clouds
657,Noyabrsk,RU,63.2,75.45,14.92,96,100,12.95,light snow
658,Hoa Binh,VN,20.81,105.34,71.6,73,75,14.99,broken clouds
659,Altay,CN,47.87,88.12,28.45,89,95,4.99,overcast clouds
660,Pochutla,MX,15.74,-96.47,75.0,93,81,3.94,broken clouds
661,Raudeberg,NO,61.99,5.14,51.01,94,99,10.47,overcast clouds
662,Dali,CN,25.7,100.18,59.4,81,84,3.22,broken clouds
663,Sibiti,CG,-3.68,13.35,84.06,62,98,2.66,light rain
664,Llangefni,GB,53.26,-4.31,57.0,93,100,31.09,overcast clouds
665,Bonavista,CA,48.65,-53.11,33.01,92,100,2.24,overcast clouds
666,Manjacaze,MZ,-24.71,33.88,99.72,18,0,7.11,clear sky
667,Ouahigouya,BF,13.58,-2.42,96.93,9,0,8.72,clear sky
668,Baneh,IR,36.0,45.89,72.57,17,100,4.32,overcast clouds
669,Saquarema,BR,-22.92,-42.51,86.0,70,0,2.24,clear sky
670,Diamantino,BR,-14.41,-56.45,75.0,90,100,6.82,light rain
671,Henties Bay,NA,-22.12,14.28,63.0,78,92,5.01,overcast clouds
672,Arman,RU,59.7,150.17,28.67,92,84,3.42,broken clouds
673,Savinka,RU,50.08,47.1,49.06,53,98,13.04,light rain
674,Raga,SS,8.46,25.68,91.96,37,18,4.18,few clouds
675,Colchester,GB,51.89,0.9,53.01,93,75,12.75,moderate rain
676,Itajuba,BR,-22.43,-45.45,84.99,42,36,3.56,scattered clouds
677,Sialkot,PK,32.51,74.54,80.6,34,0,4.45,haze
678,Payo,ID,-3.75,103.64,76.01,93,68,2.35,broken clouds
679,Alyangula,AU,-13.85,136.42,71.6,64,0,7.96,clear sky
680,Karasjok,NO,69.47,25.51,35.6,80,75,23.04,broken clouds
681,Vila,PT,42.03,-8.16,59.0,75,0,3.0,clear sky
682,Leon Valley,US,29.5,-98.62,50.0,70,1,4.7,clear sky
683,Konosha,RU,60.97,40.26,44.58,95,100,9.22,overcast clouds
684,Ketchikan,US,55.34,-131.65,41.0,100,90,3.53,mist
685,Saint Anthony,US,45.02,-93.22,33.8,64,90,11.41,overcast clouds
